text,attributeScores.INSULT.summaryScore.value
nosso pégasus  bem longe de casa apoiando a vacinação contra a  na terra indígena waiãpi em plena floresta amazônica no estado do amapánn“in alis vis et virtus”n“nas asas força e virtude”nnde norte a sul desse nosso imenso brasiln“no ar os homens do mar”,0.05874744
alertannsegundo a fiocruz a mutação presente na variante brasileira da  está na maioria dos casos e  estados ceará paraná santa catarina rio de janeiro rio grande do sul pernambuco alagoas e minas geraisnnno caso de ce e pr prevalência da mutação supera,0.05865705
cadê a vacina,0.058630593
cadê a vacina,0.058630593
só fui ter covid no começo desse ano e só peguei pq fui trabalhar na casa de festa em dezembro,0.05857946
série histórica mostra agravamento na ocupação de utis no susnn economia coronavirus  saude,0.058570065
série histórica mostra agravamento na ocupação de utis no susnn economia coronavirus  saude,0.058570065
paraíba prorroga edital para contração de médicos para atuar no enfrentamento à,0.058544256
paraíba prorroga edital para contração de médicos para atuar no enfrentamento à,0.058544256
alguém sabe aonde é a praça de capivari que vai ter a vacina do covid amanhã,0.05850856400000001
nem tô supresa com a novidade do covid meu pai sempre falava  a gente colhe o que planta então aqui está os frutos,0.058497116
quero vacinapra ti e pra mim,0.058453865
radazzaa iisaholanda  arthurmoledoval jairbolsonaro eu postei essas aqui,0.058406077
minha vózinha vacina semana que  meu deus que alívio,0.058351867
rafagabardo eu acho que muita coisa muda dependendo do tipo de visto de do país mas focando na questão do covid e saúde acho que todo mundo tem os mesmos direitos de acesso sim pelo menos aqui na holanda já que ter seguro saúde é obrigatório,0.058313422
jairbolsonaro essencial é a vida a vacina o auxílio emergencial,0.058296468
shuxirn  por estar no hospital vc tem prioridade na vacina,0.05829015
amanhã vou no trabalho para tomar a vacina do covid e depois viajar,0.058283508
atillaalves nesse ritmo que tão comprando e produzindo vacina vai ser difícil mas vamos torcer,0.058281403
pessoal vamos ajudar nesse momento terrível de covid muitas famílias precisam e a família da minha amiga está precisando muito pode ser qualquer quantia qualquer ajuda é bem vinda e quem não puder ore pelas famílias que estão passando por isso,0.05826229
de coração partido com esse caso da mãe que morreu de covid após o parto,0.0582611
on youtube a segunda onda do coronavírus no brasil → ⚠alerta⚠ do dr marcos knobel,0.05820203
mas tá onde essas vacinas é p ontem,0.058201596
o sintoma de covid da minha mãe foi dor de ouvido,0.058122598
fomo rocks,0.05811666
vou ficar emocionada igual a camila de lucas quando eu for pra primeira festa eletrônica pós covid,0.05800737
schmittpaula olha que interessante paula,0.057985935
carnaval no rio ja ta certo acaba covid,0.057946518
eu peguei covid já faz uma semana quase sério eu tenho  anos mas parece que agora ficou perto dos,0.057897653
temos ainda o guilherme santos que seria titular se não fosse a covid,0.057894737
cecioliveir em alguma terça dps dos lockdowns e coronavirus a gente podia ir,0.057851918
vacina isolamento trabalho marcia sensitiva faz previsões para   via youtube,0.0577821
quero essa vacina,0.057743978
comprei uma jaqueta que eu sempre quis ter ano passado e até agora não consegui usar porque ou nunca faz frio suficiente ou quando faz estou em casa por conta da covid,0.05768777
claudioedantas  certeza blogueiro,0.057657965
eduardoleite thomasvconti jornal espanhol imparcial disse tudo que está acontecendo no brn,0.057657965
rafazvob só espera eu me curar do covid daí partiu,0.05765683
santo anjo do senhor meu zeloso guardador se a ti me confiou manda a vacina por favor,0.05754824400000001
santo anjo do senhor meu zeloso guardador se a ti me confiou manda a vacina por favor,0.05754824400000001
tenso demais o covid a variante tudo,0.05753183
será que o plantão está  testes de pcr covid os,0.057531018
e olha que eu nem falei nada de mais eu so estava lamentando que a entrega de livros foi cancelada por conta da situação da covid,0.057525348
graças a deus né mpfpgr em ônibus não pega,0.05748998
losjotaa ghost com covid e o leo acabou de chegar de viajar,0.057376213
aliciaouat possibilidade de covid amiga isolada em casa e tal to toda triste,0.05730467
força nacional do sus foi enviada a mg e sc para combate à,0.057286415
força nacional do sus foi enviada a mg e sc para combate à,0.057286415
força nacional do sus foi enviada a mg e sc para combate à,0.057286415
força nacional do sus foi enviada a mg e sc para combate à,0.057286415
jairbolsonaro nós queremos vacina,0.05726158
joaomiranda electricfood mlopes isso é o debate comum em que uma empresa quer proteção a troco dos riscos de investimento que tomou o que está em debate aqui é se faz sentido no caso da  em que a ue faz encomenda paga antecipadamente e toma maior parte dos riscos,0.057258554
rafaelpoa pq to com sintomas de covid fiz o exame ontem e leva  dias pra ficar pronto,0.057227615
pico da  será entre os dias  e  de abril diz comunicado do unimed  conectavocêaomundo pihoje portalpiauíhoje teresina,0.05722567
inclusive iniciei meu admission hoje do mestrado pensando em anexar meu certificado de vacinas junto com a minha papelada da universidade,0.05720364
vacina covid   a partir das  da manhã tem vacina para pessoas a partir de  anos de idade no bairro do santo antônio duque de caxiasrj,0.057200185999999986
município de bragança instala centro de vacinação  jornalnn,0.05718177
maicud e foi onde eu peguei covid inclusive,0.057128318
minha vozinha vai toma a vacina amanhã eu tô muito felizzz,0.057116546
aumento dos casos de covid paralisa catarinense e paranaense cearense é afetado  esportes  estadã,0.0571004
tecnologia do dna recombinante foi passo definitivo no desenvolvimento de novas vacina tecmundo,0.05707983
eu se na casa de minhamãe tivesse vacina eu não vendiaeu doava,0.05705947
rconstantino filipebarrost alguém poderia verificar o que está acontecendonmuitos casos de morte pós vacina,0.057045866
novas medidas restritivas de proteção contra a  são lançadas em sg e niterói  via jornalosg,0.05704057200000001
elishbajoachim electricfood mlopes as vacinas não foram inventadas no último ano são anos de trabalho e dezenas de patentes,0.05702675
perder para o covid não é fácil,0.056928694
jairbolsonaro e as vacinas,0.056883875
jairbolsonaro e as vacinas,0.056883875
força nacional do sus é enviada a mg e sc para combate à,0.056875452
jairbolsonaro jorgeseif ai jairbolsonaro tomei a vacina da pfizer e olha como estou,0.056862008
mamae tomo a primeira dose da vacina hoje finalmente minha unica preocupação nessa pandemia passou,0.056836523
ansioso pela vacina contra o vício em tiktok,0.05681406
hoje o piauí registrou  casos de  e  óbitosnna pandemia não está diminuindo continue seguindo as recomendações do decreto e evite aglomeração nnmais informações no link nos stories,0.056787763
vacina é pedir muito,0.05672302
ai eu só quero essa vacina logo,0.05668733
to achando q to com covid,0.056618433
depois do covid me sinto eternamente c a “bateria viciada” durmo mais q antes e ainda passo o dia cansado ou estou c uma anemia mt forte mesmo vai saber,0.056604285
município reduz horário de funcionamento de bares e restaurantes e proíbe boates e casas de showsno prefeito de são gonçalo capitão nelson anunciou nesta quintafeira  uma série de medidas restritivas de proteção à vida para evitar o avanço do novo coronavírus,0.056553043
liganois schmittpaula sério “a gente” coloca em xeque a reputação dos testes laboratoriais e em voluntários para comprovar a eficácia da vacina e aceita um trabalho — que sequer é o final — pra comprovar eficácia do medicamento é isso mesmo,0.056471508
engordei um monte por causa das crises de ansiedade e agora emagreci por causa do covid não sei q fim vai dar meu corpo,0.05643047
o joao teve covid só uma vez,0.056374747
minha avó de  anos hoje tomou a segunda dose da vacina graças a deus,0.056329228
recorde de mortes colapso na saúde variante brasileira e novas medidas,0.05628571
alvarodias jairbolsonaro npresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacinanpresidente vai comprar vacina,0.05622129
injuniefalls musica nova do bruno mars a cura do covid,0.05622048
sem crises existencial sem covid sem ter nada pra reclamar e só agradecer,0.056209303
nem precisa de vacina,0.056144994
hj teve uma comemoração na família e eu tinha me recusado a ir pois  pessoas e eu me toquei que literalmente todo mundo já pegou covid ou foi vacinado nneu sei q isso não é  garantia mas nessa altura do campeonato eu tenho q escolher minhas batalhas com meus pais,0.056144346
fernandesfabio sim obrigada os que sigo são pesquisadores mas de qualquer forma vou perguntar ao vitormori  que é físico e tem sido uma fonte importante sobre covid e o que me interessa obviamente é apenas uma higienização que seja possível de ser feita em casa,0.05611616
leianold coronavírus em sc estado confirma  casos  recuperados e  mortes,0.056103203
sccpvinx basecorinthiana acho q o ramiro ta com covid,0.056058872
post oficial da unicefnn “as mensagens de solidariedade de btstwt deram esperança a crianças e jovens de todo o mundo durante o,0.05601859
elizialeite lilianjdi  a minha amiga tomou a segunda dose semana passada e hoje veio aqui em casa quando estava indo embora me fala que estava sentindo dor no corpo e dor de garganta mandei direto pro pa marcaram o teste pro dia  já me coloquei em observação e presa em casana vacina é perigo,0.055943374
infelizmente triste demais com a situação covid pra prestar atenção no bbb,0.055876903
pensando sobre as notícias que fui ler sobre o covid e tudo que tá acontecendo to me sentindo como no início de tudo isso minha mente tá parecendo um carro a,0.05578187
eu realmente  não entendo as medidas de segurança para enfrentar o covid alguém me explicanpq os cultos nas igrejas  todos sem máscara são liberados e o bar que eu fico do lado de fora  ao ar livre não fora que renda que o culto gera para o rionnenhuma  ne,0.055770207
enquanto isso no canadá as feiras de artesartesanato irão voltar sem aquele medo de vc pegar covid nah saudades feiras,0.055684785999999986
diarioonline tinha que gastar essa energia protestando por vacina isso sim,0.055636138
à procura de outras vacinas angola está em negociações com a rússia,0.055577442000000005
teste do covid negativado seguimos,0.05557296
avanço da  no brasil alarma o mundo dizem cientistas a nyt e guardian o brasil é descrito em jornais dos eua e reino unido como porta aberta para novas variantes do coronavírus possivelmente mais letais  araraquaranews araraquara mundo,0.055550013
lembro quando tomei a vacina contra hpv tive febre e a minha primeira menstruação desceu no outro dia até hoje culpo a vacina,0.055531383
cleyberjc folha monicabergamo hoje conversei com um colega que teve covid ficou dois dias com sintomas fortes depois melhorou apenas cumpriu o protocolo de ficar isolado em casa não tratou com remédio nenhum e em  dias voltou a vida normal,0.055527873
acabei de voltar do hospital levei o meu avô com suspeita de covid espero de verdade que não seja,0.055518802
vou terminar de arrumar meu quarto amanhã e me vou pra fora ahhhh não covid,0.05549548
ciclopin o covid chegou no brasil dia  de fev no meu aniversário kkkkkkk,0.055483002
pr quê vacina kkkk,0.055470206
quarentena tinha bbb estávamos em março e ainda tinha covid nsinto que estamos regredindo,0.055462215
radiobandnewsfm máscaras sempre nos ajudarão a evitar o contágio pelo coronavirus as pessoas humanas dão valor a,0.05545455
para as avelhinas massas de manchetes,0.05541108
nicollyzaca covid não pode,0.055267613
rock in rio remarcou pra setembro de  mas eu tenho minhas apostas de que não vai ter melhorado a situação do covid ate la,0.055252925
a gente acumulou estoque de cloroquina no início da pandemia mas a vacina que é científicamente comprovada a gente não tem pra todo mundo,0.055191748
nenhum dia já que estar imune significa não ter possibilidade de infectar outras pessoas nn,0.055184405
gente eu vou ganhar a declaração pra tomar vacina disjxjsjdkwjfkskfkwfkwkfjskdkskdj,0.055146717000000005
jairbolsonaro por isso que o único caminho é manter o chefe da família vivo comnvacina vacina vacina vacina vacina vacina vacina vacina vacina vacina vacina vacina vacina vacina vacina vacina vacina vacina vacina vacina vacina vacina vacina e vacina,0.055140345999999986
funcionários da maternidade frei damião são homenageados pela luta contra a   portal,0.055138294
indo tomar vacina batman pra mim,0.05509272
meu sobrinho pegou covid  cuidado não existe imunidade pq pegou  vez,0.05507080000000001
minha vó tomou a vacina ela tem  anos é muito bom saber que nossos avós estarão bem e prontos e forte pros próximos anos espero que a minha vó viva muito pra me ver casar ela sempre quis ver meu tio casar na igreja e não deu quem sabe eu não seja a pessoa que ela verá ♥️,0.055070743
eu quero vacina inferno,0.05504191
passada que até o nlima é próvacina só pode ser visagi nn,0.05503759
tn ccr recupera tráfego no  tri mas devolução da msvia leva a prejuízo   ccr coronavírus cptm empresas infraestrutura reuters,0.054997094
jairbolsonaro vai comprar vacina,0.054960538
jairbolsonaro vai comprar vacina,0.054960538
jairbolsonaro vai comprar vacina,0.054960538
jairbolsonaro vai comprar vacina,0.054960538
jairbolsonaro vai comprar vacina,0.054960538
jairbolsonaro vai comprar vacina,0.054960538
jairbolsonaro vai comprar vacina,0.054960538
jairbolsonaro vai comprar vacina,0.054960538
jairbolsonaro vai comprar vacina,0.054960538
depois de  ano brasil endurece restrições e se alinha ao resto do mundo  via,0.054925766
novo lockdown reduziu em  casos de  em portugal  dagmara spautz  nsc total,0.054917127
não sei como não peguei covid ainda,0.054899413
panorama epidemiológico da  no amazonas é atualizado pela fvsam nn,0.054898117
jairbolsonaro pão e o covid pra dentro de casa pois segundo o senhor é a única opção possível né,0.05488289
eu pensei que meu pai não iria aguentar o covid mas graças a deus ele está melhorando que continue assim,0.05485897
simplesmente não consigo dormir direito ah dias durante e pós covid,0.054847147
meu avô já tomou a vacina,0.054841045
casos de covid não param de aumentar e os hospitais não tão dando conta das internações eu tô mt preocupadanvamos nos proteger gnt por favor,0.054742392
jpcharleaux folha graças a deus que cresceu salvou muitas vidas porque não comentam quanto a china ganhou com o covid,0.05467339
fui nada tava com medo do covid já,0.05464952
“eu vejo o futuro repetir o passado”nncovid março   março,0.05464893
covid levou mais um amigo,0.05463964
cleitondare andreiabizzo    miguelnicolelis uneoficial ubesoficial estados sofrem com a falta de médicos muitos contaminados e outros afastados por exaustãoncoronavirus covid   ethelmaciel nbinerighetti taschnernataliandogarrett danielcaranluisnassif,0.054598063
entram em vigor hoje na cidade do rio de janeiro as novas medidas mais restritivas para tentar conter o avanço do coronavírus o decreto vale até o dia  de marçonnsaiba mais em,0.054528084
portaltracklist sem vacinas só em,0.05449801
de março de   dados consolidados para o país confirmam a formação denum patamar de intensa transmissão da  se até estenmomento mais de  mil pessoas morreram por  emnalguns casos sem acesso à assistência e ao direito à saúdenprevisto na,0.054410104
secretário alerta para o risco de colapso no sistema hospitalar por causa da,0.05438775
adolfozambon slpnggiantspt mpfpgr pessoas aceitam qualquer coisa que um médico com sua prática médica receite já muitos países tem administrado o tratamento até mesmo cuba o lobby dos laboratórios é grande mas cabe tanto vacina como remédio até mesmo porque como vimos as vacinas não vão rebater  a doença,0.054337963
um terço dos casos de covid em minas são das variantes mais agudas diz fiocruz,0.054334562
um terço dos casos de covid em minas são das variantes mais agudas diz fiocruz,0.054334562
mpf em  estados e no df pede que ministério da saúde adote medidas urgentes para conter a transmissão do novo coronavírus,0.05431534
ock in rio é adiado para setembro de  por causa da pandemia de  edição do festival aconteceria no rio em setembro e outubro de  mas será realizada no ano que vem edição em lisboa que aconteceria em junho também passou para,0.05430011
agora fico é gripealergia ou coronavírus,0.054295737
poxa como covid me deixa triste,0.054283373
achei que estava com covid acabou que nao estava exames deram tudo negativo,0.054253083
o ministério público informou que vai recomendar à confederação brasileira de futebol cbf que suspenda todas as partidas de futebol no brasil por conta da crescente de casos da  em declaração ao globo esporte o presidente da  comissão nacional de combate e prevenção,0.054242715
caetano veloso recebe primeira dose de vacina contra a  “sempre acho que vacinarse é o certo”,0.05424147
brunogagliasso eu tbm vacina,0.054184075
tradno primeiro passo para criar um mundo mais amável aprendendo a amar a si mesmonenquanto enfrentamos o segundo ano da pandemia  btstwt reflete sobre a importância da conexão e da autoaceitaçãon btslovemyself,0.05411782
só peço a deus que se o covid tiver que levar alguem da minha familia por favor que me leve,0.05410011
e eu que vou usar em forma de creme um remédio que o pessoal ta tomando porque acha que diminui o efeito do covid no organismo mas de forma totalmente indevidannto me sentindo tomando a cloroquina porém com motivo,0.054052863
alexsspiza jaumarcao rconstantino jairbolsonaro o dinheiro enviado para os estados para a saude não era  para combate ao covid também abrangiam repasses de diversos setores da saúde,0.054033425
jairbolsonaro jorgeseif e as vacinas,0.054017767
jairbolsonaro jorgeseif e as vacinas,0.054017767
man calma eu não peguei covid,0.053973436
nimrizahir bom depende do covid ne mas eh meu presente de,0.05389876
jeucyandrade    que é covid,0.053874895
globo diminuir o ritmo das produções por causa do aumento de casos da,0.05382959
globo diminuir o ritmo das produções por causa do aumento de casos da,0.05382959
globo diminuir o ritmo das produções por causa do aumento de casos da,0.05382959
globo diminuir o ritmo das produções por causa do aumento de casos da,0.05382959
globo diminuir o ritmo das produções por causa do aumento de casos da,0.05382959
globo diminuir o ritmo das produções por causa do aumento de casos da,0.05382959
globo diminuir o ritmo das produções por causa do aumento de casos da,0.05382959
globo diminuir o ritmo das produções por causa do aumento de casos da,0.05382959
lilisousss será se protege do covid,0.05378348
ggn covid média de óbitos dobra em  dias  núcleo luciano lepera  rede pt   direitos na rede  lulalivre,0.05377943
coronavírus – alerta explosão de casos  em apenas,0.053712096
jairbolsonaro muito obrigado jdoriajr pelas vacinas,0.053686664
tive medo porque alguém conhecido teve covid,0.053652592
adriano destaca esforço do governo do estado com abertura de mais  leitos para tratamento da,0.053642116
adriano destaca esforço do governo do estado com abertura de mais  leitos para tratamento da,0.053642116
adriano destaca esforço do governo do estado com abertura de mais  leitos para tratamento da,0.053642116
adriano destaca esforço do governo do estado com abertura de mais  leitos para tratamento da,0.053642116
adriano destaca esforço do governo do estado com abertura de mais  leitos para tratamento da,0.053642116
adriano destaca esforço do governo do estado com abertura de mais  leitos para tratamento da,0.053642116
adriano destaca esforço do governo do estado com abertura de mais  leitos para tratamento da,0.053642116
adriano destaca esforço do governo do estado com abertura de mais  leitos para tratamento da,0.053642116
adriano destaca esforço do governo do estado com abertura de mais  leitos para tratamento da,0.053642116
adriano destaca esforço do governo do estado com abertura de mais  leitos para tratamento da,0.053642116
eduardoleite kd as vacinas da pfizer,0.05359984
otimo meus avós estão com covid e é bem provável de eu estar com covid tbm jkkkjkk,0.05357392
será q vovô vacina  da manhã e a fila já tinha uns,0.05352797
uchihando  naruto contra o covid,0.05348742
herdyluciana jesus as pessoas estão sendo enganadas de que esta vacina é a solução e tudo vai voltar a ser como antes,0.053484395
não é por nada não mas nós também estamos fazendo pelo menos  vacinas não quer dizer muito infelizmente não tem nenhuma publicação científica disponível mas tem um acordo de testagem com o irã me parece que uma delas tá indo pra frente mesmo,0.053430993
acredito sim na importância das medidas de prevenção ao contágio da  como distanciamento social e uso de máscaras mas existem certas incoerências que nos fazem questionar certas coisas nnnos aeroportos o distanciamento é mantido no saguão mas dentro do avião,0.053417925
tava tentando dançar wap plssss já to pronto pra dançar nas festas com meus amigos passa logo covid,0.053358313
tava tentando dançar wap plssss já to pronto pra dançar nas festas com meus amigos passa logo covid,0.053358313
vacinação contra a  começa hoje em sines,0.053252697
fiocruz alerta para dispersão das variantes do coronavírus em diversos estados do país by valoreconomico,0.053235795
kthcorps minha família inteiramente literalmente acompanha se reúnem pra almoçar e comentar bem fds covid e até no grupo da família eh isso eu sofro,0.05319892
músicos fazem live solidária para reunir o público e sobreviver à pandemiann mpb livesolidária pandemia coronavírus,0.053122137
brasil entra em greve  dólar aumenta brasil abaixa a gasolina  dólar aumenta  brasil entra em lockdown o dólar aumenta e advinha o que vai acontecer quando abrir e os primeiros casos de covid aparecer de novo depois do lockdown,0.053010903
se não tivesse cancelado as vacinas no ano passado não iria precisar fechar nada,0.0529548
podia ser eu e o meu boy magia mas a covid não deixa,0.052951023
to preocupada com o covid,0.052919324
o melhor indicador foi registrado no espírito santo com  capixabas por unidade de terapia intensiva destinada à doençan brasil,0.052895945
leitura assustadora necessária que deus nos protejan n,0.05289098
testes clínicos de fase  envolveram  mil participantes sendo  voluntários com mais de  anos e  participantes portadores de comorbidadesnn,0.052880555
a gata dormindo nn“no caminho para fazer o teste de covid ”  savannah savannahclarke via instagram storiesnn,0.052860364000000014
baixada santista tem  novos casos e  mortes por  em  horasnn➡ a baixada santista registrou só nas últimas  horas mais  novos casos de  além de  mortes pela doença as informações foram divulgadas pelo boletins epidemiológicos dos,0.052701183
update da vacina ainda não virei um jacaré,0.052682392
carlosjordy cadê as vacinas,0.05266252
milenereis  casos de inflamação multissistêmica após a vacina,0.052627314
vejam aí o coronavirus e o mundial do palmeiras,0.052618027000000005
minsaude agora sim só falta comprar as vacinas hein,0.052608147
ano de covid e até agora não namorei ninguém,0.052547835
“querido” covid faça a sua parte,0.052489195
taí uma boa pergunta alguém sabe responder se a vacina imuniza ou faz é aumentar os casos de covid,0.052475102
essas vacinas de duas doses em uma época de tanto contágio sei lá viu sei que é emergencial mas é meio q enxugar gelo,0.052398965
dono de sorveteria que foi preso por trabalhar pode ter estabelecimento fechado estou apavorado via sigagazetabr n,0.052375965
vídeo do meu avô tomando vacina  serotonina,0.05237526
coldplay e avril me aguardem no ano que vem aaaaaaah ❤️❤️❤️nn,0.052361384
draclaudiabr então que possamos pegar covid e viver nossa liberdade,0.052325424
me dói muito ver quantos estão ignorando o novo recorde negativo em relação ao  números não são simples algoritmos são pessoas que não puderam descansar junto com as suas famílias e amigos,0.052317433
vai sobrar vacina nos postos  cuidado para não comprarem a mais como foi o caso dos testes do corona  vencendo nos postos de distribuição federal,0.052281633
também tô triste pelo governo minha família meus amigos só quero dormir e acordar com a segunda dose da vacina aplicada,0.052260466
na gasolina mas não vai comprar vacina ‍♂️,0.052231472
novo decreto municipal de enfrentamento a covid que não enfrenta nem a gripe,0.052118294
leomartins pfizer fez diversas exigências ao brasil para vender as vacinas,0.052036274
medicada com o que ja descobriram um remédio eficaz contra a covid e eu não fiquei sabendo,0.051999234000000005
quase com  e só consigo pensar obg covid por n me deixar viver os meus,0.051970884
da manha e acordei no pulo estava atrasada para vacina tô suave na ansiedade,0.051951125
minha companhia esta com dengue ou covid,0.051875368
hoje minha mãe tomou a segunda dose da vacina,0.051787354
new post amazon também abre em londres um supermercado sem caixas de pagamento  cerca de um ano quando o assunto da  ainda começava a ser abordado a amazon decidiu abrir nos eua o seu primeiro grande supermercado sem caixas de pagamento …,0.05176678
a fiocruz detectou hoje  alta prevalência de variantes da  em  estados do sul sudeste e nordeste apenas em mg  e al  a mutação foi menor que  no ce  pe  rj  pr  sc  e rs  o número foi superior à metade,0.05172958
a fiocruz detectou hoje  alta prevalência de variantes da  em  estados do sul sudeste e nordeste apenas em mg  e al  a mutação foi menor que  no ce  pe  rj  pr  sc  e rs  o número foi superior à metade,0.05172958
walpatriota como podem confiar  e confiar idosos a tomar vacinas totalmente desconhecidas em seus  a longo prazo  já que foram feitas e testadas em menos de um ano desprezam a ciência diante de um tratamento precoce em que mwdicane tos são conhecidos há décadas mas,0.05172677
jairbolsonaro jorgeseif vai comprar vacina,0.05171948
jairbolsonaro jorgeseif vai comprar vacina,0.05171948
caçador continua sem registrar casos de covid nas escolas  via cacadoronline,0.051681034
no  eua com  mortes e menor número de novos casos em cinco meses japão anuncia intenção de prorrogar estado de emergência,0.05161748
no  eua com  mortes e menor número de novos casos em cinco meses japão anuncia intenção de prorrogar estado de emergência,0.05161748
no  eua com  mortes e menor número de novos casos em cinco meses japão anuncia intenção de prorrogar estado de emergência,0.05161748
e o apocalipse coronavírus continua,0.051595237
stfoficial esclarecimentos recursos repasse governo federal bilhões nunca chegaram redes saúde sucateadas  ampliação redes hospitalares tratamentos eficazes equipes qualificadas equipamentos ponta vacinas  prestar contas,0.051581413
luuviegas e você já teve covid né  que você se recupere e rápido,0.05149853
e o luiz que tava cumprindo o regulamento covid do condomínio antes mesmo de ser atualizado liberdade ou solidão,0.0514961
então o governo parou de  mi mi mi e foi comprar vacinas,0.05149367
bom as vezes o covid podia fazer o papel dele,0.051480114
lusalvari espera a vacina e eu vou,0.051450524
hoje um amigo do meu pai morreu de covid  anos duas filhas pequenas ele e a esposa eram um casal lindo nunca vou esquecer que foi por causa dele que conheci star wars e assim uma parte importante da minha passou pelas mãos dele cuidem de vocês dos seus e suas histórias,0.051449988
mds eu tenho muito medo do covid,0.051421367
meus chakras só vão conseguir se alinhar depois que eu tomar a vacina,0.051401928
acho que vou falar bastante de covid por esses dias a gente trabalha muito pra manter um plano de saúde bom e ter um atendimento digno preciso de um exame com urgência não consigo marcar porque os laboratórios estão sobrecarregados pelos pcr’s,0.051357277
joicehasselmann cadê as vacinas,0.051326443
pachguilherme não nas novas medidas são para evitar aumento no número de casos e uma alta na ocupação dos leitos de covid na cidade,0.05129815
panabelt depende se o indice de contaminação do covid diminuir ou que pelo menos mais da metade da população estiver vacinada,0.05128195
jairbolsonaro vacinas cadê,0.051247608
nenhuma só vou cortar quando tomar a vacina promessa,0.05122709
preciso anunciar é o fim da minha jornadapelo menos dessanmeditei muito sobre a minha decisão e pedi respostas  nnvou fazer o teste do covid dnovo nnvou pra sp encontrar meu pai que não vejo a um ano depois para uma chácara ver minha família e depois pra casa ver meu gato,0.051183406
veramagalhaes wlcota rfsaldanhario vacinas e variantes não é a minha,0.05116802
dias que o gabriel tá com covid e eu só queria tá lá com ele,0.05115668
ela tbm enfrentou o covid em,0.05111354
um pouco preocupada pq estou respirando bem com a  e atendi covid a noite inteira,0.05105171
chegou a notificação da vacina da minha vó eu to ♥️,0.051049553
política via valor  secretaria de saúde do rio registra  casos de variantes da,0.051018234
sei que meu vô tinha bastante problema de saúde e que estava indo e voltando do hospital mas tenho certeza que se ele não tivesse pego covid ele não teria falecido agora,0.051010568
andrehenning se a minha mãe fosse a presidente certamente teria vacina aqui em casa pra todo brasil e ela ia ligar pra cada brasileiro avisando pra vir rápido,0.05100074
alguém sabe aonde é posto de vacina do rudge antes era na frente do otilio mas não é mais   aonde fica agora,0.050893396
melkwanderson dannlelis se  do hospital vacinou é muito eu não fui por isso estou cobrando vacina não só para mim mas para todo mundo,0.05086942
sponjabritanica  bobjeffhd pesquise quem é john ionnadis  jay bhattacharya ari joffe eles escrevem   os custos dos bloqueios são pelo menos  vezes maiores do que os benefícios ou seja os bloqueios causam muito mais danos ao bemestar da população do que o,0.050847456
coronavírus  a saúde pode entrar em colapso,0.050847456
por causa das novas variantes do víruso reino unido planeia voltar a vacinar toda a população no outono com vacinas que ataquem essas variantesdesenvolvidas a partir das tradicionais pelas mesmas farmacêuticas nós no outono não estaremos todos vacinados,0.050847456
por mim ficava sem vacina,0.050847456
profissionais de saúde não querem vacinasperda total de confiança metade dos profissionais de saúde domiciliares franceses resistirão a tomar a vacina,0.050847456
e pensar q sem covid o filme do dr estranho iria sair  semanas depois de wandavision,0.050847456
técnico do corinthians evita falar sobre a paralisação do futebol por causa da,0.050847456
mutação presente na variante brasileira está na maioria dos casos em  estados diz fiocruz  coronavírus,0.050847456
amanhã é aniversário do meu pai e tudo indica eu não vou tá do lado dele p dar um abraço de feliz aniversário  ai olha nntá feliz covid,0.050847456
o covid em portugal assim,0.050847456
zaracho participou muito do jogo tanto na parte defensiva como na ofensiva ajudando o time a sair gostei dms lembrou do franco antes de ir pra seleção e pegar covid,0.050847456
fiocruz por conta dessa demora nas entregas dos insumos o quanto se está atrasada as entregas das vacinas e quais as possibilidades de estratégia para não termos um mês de março com poucas doses de vacina da astrazeneca como foi fevereiro,0.050847456
só eu sei o medo que eu tenho de pegar covid e trazer pro felipe ele n tá saindo de casa e n tá tendo contato com ngm de fora só eu e as outras pessoas da casa né mas ele tem mais contato comigo,0.050847456
acho muito pouco provável que o knotfest aconteça nesse ano tb apesar de ser em dezembro vejo bem remotas as chances de ser realizado na data previstannrock in rio é adiado para setembro de  por causa da pandemia de   música,0.050847456
andreluispc lucianodsousa adrianaaraujo ivermectina não é metabolizada no fígado palavras da dra roberta lacerda infectologista que utiliza tratamento precoce para covid e com muito sucesso seguindo países como peru méxico índia e outros aprendam a pesquisar antes de replicar qlq manchete,0.050847456
parece que voltamos a estaca zero em relação ao covid,0.050847456
lembram quando o coronavirus era o novo coronavirus,0.050847456
queria fazer estágio mas to com medo do covid,0.050847456
tomando todo cuidado fora de casa fui pegar covid logo dentro dela fiquem atentes dentro de casa também pessoalnnps estou bem sem sintomas e provavelmente nos últimos dias de encubação se é que já não estou curado,0.050847456
rconstantino sao paulo na contramão forneceu vacina ao país e ainda cresceu o pib parabéns jdoriajr,0.050847456
depheliolopes cadê as vacinasnquem ganhou muito dinheiro com as ações da petrobras  com a informação privilegiadanquem será,0.050847456
ocde pede para países não elevar impostos para pagar custos da   covid,0.050847456
melcoment cayrote faleceu vítima de covid,0.050847456
coronavírus  hc recebeu novos leitos de uti,0.050847456
marca aínnmas abraço só depois da vacina,0.050847456
patrickgoc pós vacina é a,0.050847456
